Id,OverallQual,Neighborhood,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,FullBath,YearRemodAdd,2ndFlrSF,Foundation,Exterior2nd,Fireplaces,LotArea,Exterior1st,OpenPorchSF,SalePrice
1324,4,BrkSide,708,1940,0,420,1,1950,0,CBlock,VinylSd,0,5330,VinylSd,0,82500
1325,8,Somerst,1795,2006,895,1795,2,2007,0,PConc,VinylSd,1,9986,VinylSd,49,147000
1327,3,Edwards,774,1931,0,544,1,2006,0,BrkTil,MetalSd,0,4270,MetalSd,0,79000
1328,5,Mitchel,816,1982,264,816,1,2008,0,CBlock,VinylSd,1,6600,VinylSd,0,130500
1330,7,Gilbert,1632,1998,462,935,2,1998,677,PConc,VinylSd,1,9084,VinylSd,28,176500
1331,8,Somerst,1588,2006,825,1588,2,2006,0,PConc,VinylSd,1,10000,VinylSd,45,227000
1332,5,CollgCr,954,1976,576,911,1,1976,0,CBlock,MetalSd,0,10780,MetalSd,0,132500
1333,4,Edwards,816,1938,288,816,1,1958,0,CBlock,MetalSd,1,8877,MetalSd,0,100000
1334,5,IDOTRR,1360,1938,297,803,1,1995,557,CBlock,Wd Sdng,0,7200,Wd Sdng,65,125500
1335,5,BrDale,1365,1970,440,765,1,1970,600,CBlock,HdBoard,0,2368,HdBoard,36,125000
1336,6,NWAmes,1334,1977,630,1350,2,1977,0,CBlock,Plywood,1,9650,Plywood,16,167900
1337,5,NWAmes,1656,1973,506,1656,2,1973,0,CBlock,Plywood,0,9246,Plywood,211,135000
1339,7,CollgCr,1861,2002,492,916,2,2002,941,PConc,VinylSd,0,13450,VinylSd,91,200000
1340,5,CollgCr,864,1972,288,864,1,1972,0,CBlock,MetalSd,0,9560,MetalSd,0,128500
1341,4,NAmes,872,1971,480,858,1,1971,0,CBlock,MetalSd,0,8294,MetalSd,0,123000
1342,6,SawyerW,1114,2003,576,1114,1,2004,0,PConc,VinylSd,0,13695,VinylSd,78,155000
1343,8,CollgCr,2169,2002,647,1284,2,2002,885,PConc,VinylSd,1,9375,VinylSd,87,228500
1344,6,Crawfor,1913,1928,342,896,1,1950,741,BrkTil,Stone,1,7558,BrkFace,0,177000
1345,7,CollgCr,1456,2006,440,728,2,2006,728,PConc,VinylSd,1,11103,VinylSd,0,155835
1346,4,OldTown,960,1920,308,960,1,1950,0,PConc,MetalSd,0,6000,MetalSd,0,108500
1348,8,Timber,1776,2006,712,1732,2,2007,0,PConc,VinylSd,1,15306,VinylSd,0,283463
1349,7,SawyerW,1494,1998,514,1482,2,1998,0,PConc,VinylSd,1,16196,VinylSd,25,215000
1352,6,NAmes,1716,1962,490,858,1,1962,858,CBlock,HdBoard,1,9247,HdBoard,84,171000
1353,6,BrkSide,1176,1937,624,698,1,2000,390,BrkTil,MetalSd,0,6000,MetalSd,0,134900
1355,7,CollgCr,1865,2000,839,992,2,2000,873,PConc,VinylSd,1,10316,VinylSd,184,235000
1356,7,NWAmes,1920,1968,487,570,3,1992,698,CBlock,MetalSd,1,10192,MetalSd,98,170000
1357,5,NAmes,892,1966,264,864,1,1966,0,CBlock,HdBoard,0,9477,HdBoard,0,110000
1358,5,NAmes,1078,1971,500,1078,1,2008,0,CBlock,VinylSd,1,12537,VinylSd,0,149900
1359,6,Somerst,1573,2000,440,756,2,2000,804,PConc,MetalSd,0,2117,MetalSd,32,177500
1360,9,NridgHt,1980,2004,770,1980,2,2005,0,PConc,VinylSd,1,16737,VinylSd,45,315000
1362,7,StoneBr,1530,2005,430,1530,2,2005,0,PConc,VinylSd,1,16158,VinylSd,36,260000
1363,4,NAmes,1738,1920,368,715,2,2007,457,BrkTil,VinylSd,1,12513,VinylSd,0,104900
1364,6,Gilbert,1412,2006,432,616,2,2007,796,PConc,VinylSd,1,8499,VinylSd,36,156932
1365,7,Somerst,1200,2005,480,600,2,2005,600,PConc,MetalSd,0,3180,MetalSd,166,144152
1366,7,Somerst,1674,2000,663,814,2,2000,860,PConc,VinylSd,0,7500,VinylSd,96,216000
1367,7,CollgCr,1790,1999,588,873,2,1999,908,PConc,VinylSd,0,9179,VinylSd,88,193000
1368,5,MeadowV,1475,1977,336,757,2,1977,550,PConc,CmentBd,1,2665,CemntBd,26,127000
1369,6,CollgCr,848,2003,420,848,1,2004,0,PConc,VinylSd,0,4435,VinylSd,0,144000
1370,8,CollgCr,1668,2003,502,1657,2,2003,0,PConc,VinylSd,1,10635,VinylSd,262,232000
1372,6,NAmes,1661,1955,377,992,1,1996,0,CBlock,AsbShng,1,9600,AsbShng,28,165500
1373,7,CollgCr,2097,1998,583,1108,2,1998,989,PConc,VinylSd,1,9750,VinylSd,170,274300
1375,7,Somerst,1958,2005,936,1026,2,2005,932,PConc,CmentBd,1,10625,CemntBd,210,250000
1376,8,Timber,1571,2007,722,1571,2,2007,0,PConc,VinylSd,1,10991,VinylSd,36,239000
1377,6,SWISU,790,1930,160,768,1,1950,0,BrkTil,Wd Sdng,0,6292,Wd Sdng,141,91000
1378,5,Edwards,1604,1941,660,984,2,1960,620,CBlock,Wd Sdng,0,10998,Wd Sdng,68,117000
1379,6,BrDale,987,1973,264,483,1,1973,504,CBlock,HdBoard,0,1953,HdBoard,0,83000
1381,3,Edwards,864,1914,200,864,1,1950,0,BrkTil,Stucco,0,8212,Stucco,0,58500
1383,7,OldTown,1762,1920,576,596,1,1950,764,BrkTil,Wd Sdng,0,7200,Wd Sdng,0,157000
1384,5,Sawyer,1416,1918,576,816,2,2007,0,BrkTil,Wd Sdng,0,25339,Wd Sdng,0,112000
1385,6,Edwards,1258,1939,280,560,1,1950,560,BrkTil,Wd Shng,0,9060,WdShing,0,105000
1386,4,IDOTRR,1154,1922,240,796,1,2007,358,BrkTil,VinylSd,0,5436,VinylSd,96,125500
1388,6,OldTown,2526,1916,216,714,2,1950,862,BrkTil,Stucco,1,8520,Stucco,15,136000
1390,6,BrkSide,1218,1941,440,735,1,1950,349,BrkTil,Wd Sdng,1,6000,Wd Sdng,0,131000
1391,7,CollgCr,1525,2000,541,1525,2,2000,0,PConc,VinylSd,0,9100,VinylSd,36,235000
1392,5,NAmes,1584,1967,792,1584,2,1967,0,CBlock,Plywood,0,8944,Plywood,152,124000
1393,5,NAmes,900,1967,288,864,1,1967,0,CBlock,HdBoard,1,7838,HdBoard,144,123000
1395,7,Blmngtn,1500,2006,648,1356,2,2006,0,PConc,VinylSd,1,4045,VinylSd,20,246578
1396,8,Timber,2482,2005,642,1094,2,2006,1349,PConc,VinylSd,1,12665,VinylSd,39,281213
1398,5,BrkSide,1513,1920,180,939,1,2004,574,BrkTil,MetalSd,0,6120,MetalSd,0,137500
1399,5,NAmes,1904,1950,240,1208,1,1982,768,CBlock,Wd Sdng,0,7200,VinylSd,0,138000
1400,6,SWISU,1608,1925,216,976,2,1990,448,BrkTil,Wd Shng,1,6171,WdShing,16,137450
1401,6,BrkSide,1158,1929,208,862,1,1950,208,BrkTil,Wd Shng,1,6000,WdShing,0,120000
1402,6,Gilbert,1593,2004,398,839,2,2004,729,PConc,VinylSd,1,7415,VinylSd,75,193000
1403,7,CollgCr,1294,2006,662,1286,2,2006,0,PConc,VinylSd,1,6762,VinylSd,55,193879
1405,3,OldTown,1214,1915,936,672,1,1950,520,PConc,Wd Sdng,0,10410,Wd Sdng,0,105000
1406,8,Crawfor,1646,2004,482,1594,2,2005,0,PConc,CmentBd,1,3842,CemntBd,53,275000
1407,5,CollgCr,768,1972,396,768,1,2007,0,CBlock,Wd Shng,0,8445,HdBoard,0,133000
1409,4,OldTown,1363,1910,528,622,1,1950,622,CBlock,VinylSd,0,7740,VinylSd,0,125500
1410,7,NWAmes,2093,1986,542,791,2,1991,857,CBlock,Plywood,1,20544,Plywood,63,215000
1411,7,CollgCr,1840,2001,622,944,2,2001,896,PConc,VinylSd,0,12420,VinylSd,45,230000
1412,6,NAmes,1668,1950,271,856,1,2005,556,CBlock,VinylSd,0,9600,VinylSd,0,140000
1414,8,SawyerW,1844,2005,620,1844,2,2006,0,PConc,VinylSd,1,10994,VinylSd,44,257000
1416,7,Blmngtn,1569,2007,660,1386,2,2007,0,PConc,VinylSd,1,3635,VinylSd,20,175900
1417,4,OldTown,2290,1885,560,777,2,1950,1044,PConc,AsbShng,0,11340,VinylSd,0,122500
1419,5,NAmes,1144,1963,336,1144,1,1963,0,CBlock,HdBoard,0,9204,HdBoard,88,124000
1420,6,Crawfor,1844,1969,540,1844,2,1969,0,CBlock,Plywood,1,16381,Plywood,73,223000
1421,6,NWAmes,1416,1968,776,708,2,1968,708,CBlock,HdBoard,1,11700,HdBoard,169,179900
1422,6,NPkVill,1069,1977,440,1069,2,1977,0,CBlock,Plywood,1,4043,Plywood,55,127500
1423,6,CollgCr,848,2003,420,848,1,2003,0,PConc,VinylSd,0,4435,VinylSd,0,136500
1425,5,NAmes,1344,1958,484,1024,1,1983,0,CBlock,HdBoard,1,9503,HdBoard,28,144000
1426,6,NAmes,1252,1959,528,1252,1,1959,0,CBlock,HdBoard,0,10721,HdBoard,39,142000
1427,7,NoRidge,2127,1994,525,1223,2,1994,904,PConc,VinylSd,2,10944,VinylSd,132,271000
1428,5,NAmes,1558,1945,288,913,1,1950,510,CBlock,MetalSd,1,10930,MetalSd,0,140000
1429,5,OldTown,804,1940,240,788,1,1992,0,CBlock,MetalSd,2,7200,MetalSd,0,119000
1430,6,NWAmes,1440,1981,467,1440,2,1981,0,CBlock,MetalSd,1,12546,MetalSd,0,182900
1432,6,NPkVill,958,1976,440,958,2,1976,0,CBlock,Plywood,0,4928,Plywood,60,143750
1433,4,OldTown,968,1927,216,656,2,2007,0,BrkTil,Wd Sdng,0,10800,Wd Sdng,0,64500
1434,6,Gilbert,1792,2000,451,936,2,2000,830,PConc,VinylSd,1,10261,VinylSd,0,186500
1435,5,Mitchel,1126,1977,484,1126,2,1977,0,CBlock,BrkFace,1,17400,BrkFace,41,160000
1436,6,NAmes,1537,1962,462,1319,1,2005,0,CBlock,Wd Sdng,1,8400,Wd Sdng,36,174000
1437,4,NAmes,864,1971,528,864,1,1971,0,PConc,HdBoard,0,9000,HdBoard,0,120500
1439,6,OldTown,1236,1957,923,912,1,1996,0,CBlock,MetalSd,0,7407,MetalSd,158,149700
1440,7,NWAmes,1725,1979,550,539,2,1979,685,CBlock,HdBoard,1,11584,HdBoard,88,197000
1441,6,Crawfor,2555,1922,672,588,2,1994,748,BrkTil,MetalSd,1,11526,MetalSd,0,191000
1442,6,CollgCr,848,2004,420,848,1,2004,0,PConc,VinylSd,1,4426,VinylSd,0,149300
1443,10,Somerst,2007,2008,812,1017,2,2008,981,PConc,VinylSd,1,11003,VinylSd,52,310000
1444,6,BrkSide,952,1916,192,952,1,1950,0,BrkTil,Wd Sdng,1,8854,Wd Sdng,98,121000
1445,7,CollgCr,1422,2004,626,1422,2,2004,0,PConc,VinylSd,0,8500,VinylSd,60,179600
1446,6,Sawyer,913,1966,240,814,1,1966,0,CBlock,VinylSd,0,8400,VinylSd,0,129000
1447,5,Mitchel,1188,1962,312,1188,1,1962,0,CBlock,HdBoard,0,26142,HdBoard,39,157900
1448,8,CollgCr,2090,1995,556,1220,2,1996,870,PConc,VinylSd,1,10000,VinylSd,65,240000
1449,4,Edwards,1346,1910,384,560,1,2000,550,CBlock,HdBoard,0,11767,MetalSd,24,112000
1450,5,MeadowV,630,1970,0,630,1,1970,0,CBlock,CmentBd,0,1533,CemntBd,0,92000
1451,5,NAmes,1792,1974,0,896,2,1974,896,CBlock,VinylSd,0,9000,VinylSd,45,136000
1452,8,Somerst,1578,2008,840,1573,2,2009,0,PConc,CmentBd,1,9262,CemntBd,36,287090
1453,5,Edwards,1072,2005,525,547,1,2005,0,PConc,VinylSd,0,3675,VinylSd,28,145000
1454,5,Mitchel,1140,2006,0,1140,1,2006,0,PConc,VinylSd,0,17217,VinylSd,56,84500
1455,7,Somerst,1221,2004,400,1221,2,2005,0,PConc,VinylSd,0,7500,VinylSd,113,185000
1456,6,Gilbert,1647,1999,460,953,2,2000,694,PConc,VinylSd,1,7917,VinylSd,40,175000
1459,5,NAmes,1078,1950,240,1078,1,1996,0,CBlock,MetalSd,0,9717,MetalSd,0,142125
1460,5,Edwards,1256,1965,276,1256,1,1965,0,CBlock,HdBoard,0,9937,HdBoard,68,147500
